"element","name","card_name","card","rarity","max_lv","cost","atk","defense","hp","support","main_race","secondary_race","generation","main_skill","main_skill_turns","leader_skill","leader_skill_turns","source_page"
"Dragon","Taomon","","3-010","Rare","30","3","72","63","95","82","Dragon","N/A","Perfect","Large Recovery Boost","11","All Attack","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Megalogrowmon","MegaloGrowmon","3-012","Queen","40","3","428","96","80","36","Dragon","N/A","Perfect","Large Damage to All","16","Small Absorption","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Ulforcevdramon","UlforceVdramon","3-013","King","60","5","131","113","128","68","Dragon","N/A","Ultimate","Extra Large Dragon Attack Boost","18","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Sakuyamon","","3-014","Queen","40","5","95","92","115","92","Dragon","N/A","Ultimate","Extra-Large Recovery Boost","15","Extra Large Attack Boost","22","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Bancholeomon","BanchoLeomon","3-017","Queen","40","5","100","91","110","83","Dragon","N/A","Ultimate","Suicide Attack","12","Extra Large Dragon Attack Boost","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Coronamon","","4-001","Common","10","2","29","29","52","31","Dragon","N/A","Child","Small Damage to All","8","Dragon Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","V-dramon","","4-010","Rare","30","2","66","56","76","38","Dragon","N/A","Adult","Medium Attack Boost","8","Recovery Boost 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aerovdramon","AeroVdramon","4-012","Rare","40","3","87","52","91","64","Dragon","N/A","Perfect","Large Dragon Attack Boost","13","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Cyberdramon","","4-013","Rare","30","3","76","78","92","66","Dragon","N/A","Perfect","Large Damage to All","16","Dragon Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zhuqiaomon","","4-020","King","50","4","100","94","122","103","Dragon","N/A","Ultimate","Enemy Defense Down Extra Large","18","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Firamon","","5-015","Uncommon","20","3","56","52","76","55","Dragon","N/A","Adult","Medium Damage to All","12","Knight Support","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Flaremon","","5-016","Rare","30","5","81","74","99","78","Dragon","N/A","Perfect","Large Damage to All","16","Knight Seal","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Apollomon","","5-017","Queen","40","3","90","80","106","85","Dragon","N/A","Ultimate","Extra Large Damage to All","20","All Dragon","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-018","God","60","7","164","148","188","98","Dragon","N/A","Ultimate","Weaken All Enemies","14","Extra Large Damage Return","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgreymon","MetalGreymon","5-044","Common","20","4","75","65","83","46","Dragon","N/A","Perfect","Large Damage Return","10","Recovery Boost 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon DM","","5-045","God","60","5","98","97","113","83","Dragon","N/A","Ultimate","Extra Large Attack Boost","21","Extra Large Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon FM","","5-046","Queen","40","4","82","82","98","69","Dragon","N/A","Ultimate","Extra Large Attack Boost","22","Dragon Release","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon PM","","5-047","God","60","7","107","104","121","95","Dragon","N/A","Ultimate","Extra Large Attack Boost","21","Extra Large Dragon Defense Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Paildramon","","5-048","Queen","40","4","76","79","95","68","Dragon","N/A","Perfect","Large Attack Boost","15","Dragon Release","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Leomon","","5-053","King","50","3","131","87","98","92","Dragon","N/A","Adult","Large Damage Return","10","Medium Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon DM","","5-054","God","60","5","109","112","131","113","Dragon","N/A","Ultimate","Extra Large Attack Boost","21","Extra Large Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dracomon","","5-081","Common","10","2","64","24","32","24","Dragon","N/A","Child","Dragon Drive","5","Small Attack Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Coredramon","","5-082","Uncommon","20","3","96","48","48","36","Dragon","N/A","Adult","Dragon Release","8","Medium Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wingdramon","","5-083","Queen","40","4","181","81","58","44","Dragon","N/A","Perfect","Dragon Release","7","Large Attack Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Slayerdramon","","5-084","King","60","6","280","56","84","56","Dragon","N/A","Ultimate","Large Damage to All","14","Weaken Knight Enemies","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-095","God","60","7","164","148","188","98","Dragon","N/A","Ultimate","Total Weaken All Enemies","19","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-096","God","60","7","164","148","188","98","Dragon","N/A","Ultimate","Weaken All Enemies","14","Extra Large Damage Return","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Apollomon","","5-213","SP","60","3","222","134","184","125","Dragon","N/A","Ultimate","Damage All Enemies","21","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-214","SP","60","7","174","158","198","108","Dragon","N/A","Ultimate","Total Weaken All Enemies","19","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Ulforcevdramon","UlforceVdramon","5-216","SP","60","5","172","201","164","99","Dragon","N/A","Ultimate","Extra Large Attack Boost","21","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Saberleomon","SaberLeomon","5-226","Rare","50","6","179","155","135","115","Dragon","N/A","Ultimate","Maximum Dark Attack Boost","22","All Attack","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Sakuyamon","","5-227","Queen","50","5","115","112","135","112","Dragon","N/A","Ultimate","Maximum Dark Defense Boost","22","Extra Large Attack Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Demon","","5-233","God","60","5","128","128","138","109","Dragon","N/A","Ultimate","Large Absorption","9","Dark Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Shoutmon x3GM","Shoutmon X3GM","5-258","SP","60","7","189","174","143","123","Dragon","N/A","Xros Wars","All Dragon","9","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Apollomon","","5-273","SP","60","3","222","134","184","125","Dragon","N/A","Ultimate","Super-Maximum Shield Barbamon","6","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Ulforcevdramon","UlforceVdramon","5-275","SP","60","5","172","201","164","99","Dragon","N/A","Ultimate","Super-Maximum Shield Demon","6","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Gazimon","","5-279","Rare","30","2","137","99","104","118","Dragon","N/A","Child","Small Dragon Defense Boost","6","All Attack","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dobermon","","5-280","Queen","40","3","119","151","126","128","Dragon","N/A","Adult","Small Damage to All","7","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Cerberumon","","5-281","God","60","5","186","147","132","133","Dragon","N/A","Perfect","Small Absorption","5","All Dark","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Gaogamon","","5-285","Queen","40","3","168","147","104","93","Dragon","N/A","Adult","Small Skill Boost","14","Enemy Defense Down Small","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Machgaogamon","MachGaogamon","5-286","Queen","40","4","176","127","110","95","Dragon","N/A","Perfect","Small Skill Boost","14","Enemy Defense Down Medium","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-314","God","60","7","170","177","203","175","Dragon","N/A","Ultimate","Weaken All Enemies","13","Extra Large Damage Return","12","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wargreymon","WarGreymon","5-315","King","50","6","124","103","128","90","Dragon","N/A","Ultimate","Extra Large Damage Return","13","Extra-Large Recovery Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgarurumon","MetalGarurumon","5-319","King","50","6","107","122","132","98","Dragon","N/A","Ultimate","Extra Large Damage to All","19","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Demon","","5-355","SP","60","5","147","133","152","114","Dragon","N/A","Ultimate","Large Absorption","9","Dark Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zhuqiaomon","","5-368","SP","60","4","130","134","192","133","Dragon","N/A","Ultimate","Maximum Weaken Defense","22","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon FM","","5-374","SP","60","4","134","128","164","112","Dragon","N/A","Ultimate","Extra Large Attack Boost","21","All Dragon","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon PM","","5-375","SP","60","7","237","192","177","107","Dragon","N/A","Ultimate","Extra Large Attack Boost","20","Maximum Dragon Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon DM","","5-384","SP","60","5","183","116","191","106","Dragon","N/A","Ultimate","Extra Large Attack Boost","20","75% Defense","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zhuqiaomon","","5-428","SP","60","4","130","134","192","133","Dragon","N/A","Ultimate","Maximum Delay Attack Huanglongmon","14","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wargreymon","WarGreymon","5-531","King","50","6","111","102","121","85","Dragon","N/A","Ultimate","Extra Large Damage Return","13","Extra-Large Recovery Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgarurumon","MetalGarurumon","5-535","King","50","6","106","109","123","88","Dragon","N/A","Ultimate","Extra Large Damage to All","19","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","5-542","God","60","7","169","175","199","172","Dragon","N/A","Ultimate","Total Weaken All Enemies","19","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Slayerdramon","","5-543","SP","60","6","294","116","96","68","Dragon","N/A","Ultimate","Large Damage to All","14","Weaken All Enemies","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Slayerdramon","","5-544","SP","60","6","294","116","96","68","Dragon","N/A","Ultimate","Large Damage to All","14","Weaken All Enemies","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aegiomon","","5-545","Rare","30","2","88","79","92","69","Dragon","N/A","Adult","Wild Boost","8","Small Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wargreymon","WarGreymon","5-548","SP +","70","6","146","138","142","121","Dragon","N/A","Ultimate","Damage Enemy","15","Extra-Large Recovery Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgarurumon","MetalGarurumon","5-549","God +","60","6","120","138","124","96","Dragon","N/A","Ultimate","Extra Large Damage to All","19","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgreymon","MetalGreymon","5-550","SP +","50","4","104","122","102","75","Dragon","N/A","Perfect","Extra Large Damage Return","14","Large Skill Boost","20","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Weregarurumon","WereGarurumon","5-552","SP +","50","3","94","88","106","95","Dragon","N/A","Perfect","Extra Large Damage to All","19","Large Attack Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Saberleomon","SaberLeomon","5-570","SP +","60","6","152","137","146","144","Dragon","N/A","Ultimate","Large Damage Return","9","Dragon Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dinotigermon","","5-571","SP +","60","7","148","141","172","133","Dragon","N/A","Ultimate","Extra Large Dragon Defense Boost","18","Recovery Boost 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Spinomon","","5-572","God","50","5","108","131","128","81","Dragon","N/A","Ultimate","Small Absorption","5","Dragon Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dinorexmon","","5-574","God","50","5","129","101","142","132","Dragon","N/A","Ultimate","Large Attack Boost","15","Large Dragon Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Imperialdramon PM","","5-576","SP +","60","7","159","190","148","132","Dragon","N/A","Ultimate","Maximum Attack Boost","23","Extra Large Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aegiochusmon","","5-577","King","50","7","124","96","128","92","Dragon","N/A","Perfect","All Dragon","9","Medium Recovery","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zekegreymon","ZekeGreymon","5-578","God +","60","7","163","217","222","116","Dragon","N/A","Xros Wars","All Dragon","9","Medium Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Victorygreymon","VictoryGreymon","5-579","God +","60","7","218","164","190","129","Dragon","N/A","Ultimate","Dragon Drive","4","Weaken All Enemies","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegashoutmon","OmegaShoutmon","5-581","SP +","60","7","216","184","224","129","Dragon","N/A","Ultimate","75% Defense","16","Recovery Boost 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Z'd Garurumon","","5-584","SP +","60","7","234","196","152","166","Dragon","N/A","Ultimate","Small Damage to All","7","Weaken Dragon Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Miragegaogamon","MirageGaogamon","5-585","SP +","60","7","221","162","132","153","Dragon","N/A","Ultimate","Evolution 1","4","Small Skill Boost","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Garudamon","","5-591","SP +","60","7","165","210","215","151","Dragon","N/A","Perfect","Enemy Defense Down Extra Large","18","Large Skill Boost","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wargreymon","WarGreymon","5-654","God +","60","6","126","118","136","100","Dragon","N/A","Ultimate","Extra Large Damage Return","13","Extra-Large Recovery Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgarurumon","MetalGarurumon","5-655","SP +","70","6","141","161","135","104","Dragon","N/A","Ultimate","Damage All Enemies","21","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Agumon & Wargreymon","Agumon & WarGreymon","5-657","King","60","6","149","432","174","113","Dragon","Dragon","Ultimate/Child","Extra Large Damage Return","13","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aegiochusmon","","5-745","God","50","7","152","116","142","111","Dragon","N/A","Perfect","All Dragon","9","Medium Recovery","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aegiochusmon","","5-746","God +","60","7","164","148","155","139","Dragon","N/A","Perfect","Dragon Release","7","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Shinegreymon","ShineGreymon","5-768","God","60","7","182","129","149","132","Dragon","N/A","Ultimate","Dragon Release","6","Weaken Dragon Enemies","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zekegreymon","ZekeGreymon","5-769","God","60","7","150","212","199","105","Dragon","N/A","Xros Wars","All Dragon","9","Medium Dragon Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Victorygreymon","VictoryGreymon","5-770","God","60","7","210","147","178","122","Dragon","N/A","Ultimate","Dragon Drive","4","Weaken Dragon Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Weregarurumon","WereGarurumon","5-771","SP +","60","7","218","183","141","161","Dragon","N/A","Perfect","Dragon Release","7","Medium Damage Return","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Garurumon","","5-772","Queen","40","3","138","118","131","125","Dragon","N/A","Adult","Enemy Attack Down Medium","8","Medium Damage Return","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgreymon virus species","MetalGreymon (Virus)","5-779","God","60","4","153","162","154","133","Dragon","N/A","Perfect","Large Damage Return","9","75% Defense","16","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Lynxmon","","5-786","Queen","40","3","156","118","127","128","Dragon","N/A","Armor","Medium Damage Return","6","Knight Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Cyberdramon","","5-804","SP +","60","7","214","178","221","135","Dragon","N/A","Perfect","Enemy Defense Down Medium","8","Dragon Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Diatrymon","","5-844","Queen","40","5","160","103","180","105","Dragon","N/A","Adult","Large Dragon Attack Boost","13","Large Damage to All","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Akatorimon","","5-845","Queen","40","5","121","108","152","133","Dragon","N/A","Adult","Weaken Dragon Enemies","11","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Kaisergreymon","KaiserGreymon","5-929","SP +","70","7","206","147","211","128","Dragon","N/A","Hybrid","Extra Large Dragon Defense Boost","18","Extra Large Damage Return","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Panjyamon","","5-934","King","50","5","152","122","128","136","Dragon","N/A","Perfect","Dragon Drive","4","Large Attack Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Raptordramon","","5-935","Queen","40","4","162","115","107","110","Dragon","N/A","Adult","Maximum Dragon Attack Boost","22","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Tyranomon","","5-952","Queen","40","4","172","108","157","122","Dragon","N/A","Adult","Dragon Release","7","Damage Enemy","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Bancholeomon","BanchoLeomon","5-991","SP +","60","7","219","188","258","110","Dragon","N/A","Ultimate","Large Absorption","10","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Kangarumon","","5-995","Queen","40","4","98","143","121","134","Dragon","N/A","Adult","Dragon Drive","4","Small Recovery Boost","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Volcdramon","","5-996","King","50","5","196","158","204","88","Dragon","N/A","Perfect","Enemy Defense Down Small","7","Small Damage Return","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Grappuleomon","GrappuLeomon","6-003","God +","60","7","195","179","192","101","Dragon","N/A","Perfect","Enemy Attack Down Extra Large","18","Dragon Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Liamon","","6-005","Queen","40","4","150","105","154","53","Dragon","N/A","Adult","Small Dragon Attack Boost","6","Medium Dragon Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wargreymon","WarGreymon","6-031","SP +","70","7","226","142","212","132","Dragon","N/A","Ultimate","Damage Enemy","15","Weaken Knight Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Metalgarurumon","MetalGarurumon","6-032","God +","70","7","201","195","222","127","Dragon","N/A","Ultimate","Damage All Enemies","21","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Weregarurumon","WereGarurumon","6-041","King","50","5","136","123","148","141","Dragon","N/A","Perfect","Large Damage to All","15","Knight Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Flarelizamon","FlareLizamon","6-076","King","50","4","155","166","127","131","Dragon","N/A","Adult","Evolution 1","5","Enemy Attack Down Large","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Ex-tyranomon","Ex-Tyranomon","6-079","God","60","6","187","134","210","131","Dragon","N/A","Perfect","Extra Large Defense Boost","21","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Fangmon","","6-083","Queen","40","3","137","113","118","128","Dragon","N/A","Adult","Medium Damage Return","6","Medium Dragon Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Tobucatmon","TobuCatmon","6-113","King","50","6","144","121","134","108","Dragon","N/A","Adult","Extra-Large Recovery Boost","14","All Healing","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dogmon","","6-143","Queen","40","5","158","122","118","118","Dragon","N/A","Adult","Damage Enemy","15","Extra Large Dragon Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Omegamon","","6-193","SP +","70","7","224","140","192","128","Dragon","N/A","Ultimate","75% Defense","16","Damage Enemy","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Paildramon","","6-194","God","60","7","191","161","134","149","Dragon","N/A","Perfect","Extra Large Attack Boost","21","Dragon Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Megadramon","","6-220","SP +","60","7","233","118","101","198","Dragon","N/A","Perfect","Small Enemy Attack Delay","8","Extra Large Damage Return","12","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Strikedramon","","6-223","Queen","40","4","141","115","151","54","Dragon","N/A","Adult","Dragon Drive","4","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Wingdramon","","6-226","King","50","5","174","95","181","114","Dragon","N/A","Perfect","Enemy Attack Down Medium","8","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Deltamon","","6-231","Queen","40","4","177","111","104","89","Dragon","N/A","Adult","Medium Damage Return","6","All Attack","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Dinohumon","","6-251","King","50","5","187","140","155","82","Dragon","N/A","Adult","All Attack","4","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Cockatrimon","","6-258","Queen","40","4","124","135","98","97","Dragon","N/A","Adult","Medium Nature Attack Boost","8","Large Recovery Boost","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Vikaralamon","","6-260","God +","60","7","281","139","184","108","Dragon","N/A","Perfect","Small Dragon Attack Boost","7","Small Dragon Defense Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Magnagarurumon","MagnaGarurumon","6-333","SP +","70","7","198","176","183","100","Dragon","N/A","Hybrid","Extra Large Knight Defense Boost","17","Weaken All Enemies","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Aerovdramon","AeroVdramon","6-336","SP +","70","7","234","144","201","158","Dragon","N/A","Perfect","Dragon Drive","4","All Dragon","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Gryzmon","","6-342","Queen","40","4","182","145","137","110","Dragon","N/A","Adult","Dragon Drive","5","Three Elements","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Kaisergreymon","KaiserGreymon","6-345","God +","60","7","221","130","188","104","Dragon","N/A","Hybrid","All Dragon","9","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Zhuqiaomon","","6-346","God +","60","7","170","182","155","124","Dragon","N/A","Ultimate","Small Skill Boost","14","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Ulforcevdramon","UlforceVdramon","6-369","SP +","70","7","155","162","167","127","Dragon","N/A","Ultimate","Evolution 1","4","Enemy Attack Down Medium","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","XV-mon","","6-370","Queen","40","4","180","123","185","75","Dragon","N/A","Adult","Dark Drive","5","Dragon Release","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Mikemon","","6-371","Queen","40","4","64","91","143","170","Dragon","N/A","Adult","Small Absorption","5","Enemy Attack Down Small","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Blackwargreymon","BlackWarGreymon","6-379","God +","60","7","201","178","194","174","Dragon","N/A","Ultimate","Large Absorption","10","Evolution 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Guilmon","","6-400","God","40","7","165","119","178","159","Dragon","N/A","Child","Medium Dragon Attack Boost","8","Dragon Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
